FacilityID,FacilityName,VOCs,TSP,SOx,NOx,Total,Total(不含VOCs)
F0401216,美雅彩藝印刷廠有限公司,1.246,0,0,0,1.246,0
H4887558,竣美科技有限公司,1.23,0,0,0,1.23,0
Q7905268,豐億木業股份有限公司竹崎廠,1.202,0,0,0,1.202,0
H4901044,台灣鑽石工業股份有限公司,1.201,0,0,0,1.201,0
J5909583,向陽科技股份有限公司,1.2,0,0,0,1.2,0
F1007623,福 立立 工業股份有限公司淡水廠,1.199,0,0,0,1.199,0
N1700174,寶成工業股份有限公司,1.198,0,0,0,1.198,0
A39B5019,國都汽車股份有限公司濱江分公司,1.191,0,0,0,1.191,0
H4306692,金像電子股份有限公司中壢三廠,1.187,0,0,0,1.187,0
S16A0393,台橡股份有限公司岡山廠,1.185,0,0,0,1.185,0
E1603097,大吉汽車工業有限公司,1.18,0,0,0,1.18,0
L9401056,菱生精密工業股份有限公司二廠,1.175,0,0,0,1.175,0
F1300290,捷流閥業股份有限公司,1.174,0,0,0,1.174,0
S1664371,香港商蘋果日報出版股份有限公司台灣分公司岡山印刷廠,1.173,0,0,0,1.173,0
E5402489,台灣典範半導體股份有限公司,1.172,0,0,0,1.172,0
F07A8594,朔新企業有限公司,1.171,0,0,0,1.171,0
E49A4515,日月光電子股份有限公司三廠,1.159,0,0,0,1.159,0
B21A0289,興台彩色印刷股份有限公司,1.158,0,0,0,1.158,0
Q7601283,三洋塗料股份有限公司,1.157,0,0,0,1.157,0
H4801352,僑福印染股份有限公司,1.152,0,0,0,1.152,0
N1606966,福裕事業股份有限公司,1.15,0,0,0,1.15,0
E5401133,台灣博士電子股份有限公司,1.149,0,0,0,1.149,0
M3305772,泰谷光電科技股份有限公司,1.149,0,0,0,1.149,0
E5503301,新昇發造船股份有限公司,1.148,0,0,0,1.148,0
E54A0651,光頡科技股份有限公司高雄分公司,1.147,0,0,0,1.147,0
F06A2323,正瀚興業股份有限公司,1.145,0,0,0,1.145,0
H46A5765,晉麒塑料有限公司蘆竹廠,1.145,0,0,0,1.145,0
E49A0385,日月光半導體製造股份有限公司,1.144,0,0,0,1.144,0
M3301050,駿隆橡膠工業股份有限公司,1.144,0,0,0,1.144,0
L9000791,漢翔航空工業股份有限公司沙鹿北廠區,1.137,0,0,0,1.137,0
H48A5072,惠川企業有限公司,1.136,0,0,0,1.136,0
N1903700,介達工業社,1.135,0,0,0,1.135,0
R0301514,南茂科技股份有限公司台南廠,1.135,0,0,0,1.135,0
F06A0634,鉅威彩藝印刷事業有限公司,1.13,0,0,0,1.13,0
H4602608,長榮航勤股份有限公司,1.13,0,0,0,1.13,0
F04A1553,家佑實業股份有限公司,1.128,0,0,0,1.128,0
F0605134,一詮精密工業股份有限公司二廠,1.126,0,0,0,1.126,0
L9101391,匯僑股份有限公司(台中港西五槽區),1.124,0,0,0,1.124,0
F04B0611,華光工程顧問股份有限公司,1.12,0,0,0,1.12,0
H4304312,固德塗料股份有限公司中壢廠,1.119,0,0,0,1.119,0
H4611223,友碇科技有限公司,1.118,0,0,0,1.118,0
F0626277,宏耀實業有限公司,1.114,0,0,0,1.114,0
B9100165,友達晶材股份有限公司中港分公司,1.108,0,0,0,1.108,0
F0418720,東海印刷事業股份有限公司,1.106,0,0,0,1.106,0
B9201096,合鑫印刷有限公司,1.105,0,0,0,1.105,0
F0600684,台灣銘板股份有限公司,1.102,0,0,0,1.102,0
F04A3232,予豪彩色印刷股份有限公司,1.1,0,0,0,1.1,0
N2806255,政宏五金有限公司,1.097,0,0,0,1.097,0
Q76A0925,維城環保科技有限公司,1.097,0,0,0,1.097,0
S3204640,熒茂光學股份有限公司,1.097,0,0,0,1.097,0
F1117900,立端科技股份有限公司,1.093,0,0,0,1.093,0
Q74A0094,欣冠興業有限公司,1.093,0,0,0,1.093,0
N0702450,臺灣化學纖維股份有限公司,1.091,0,0,0,1.091,0
O1705079,智邦科技股份有限公司一廠,1.09,0,0,0,1.09,0
B2302241,台氟科技股份有限公司,1.089,0,0,0,1.089,0
N08A5743,德洽有限公司,1.089,0,0,0,1.089,0
S2002446,禹青企業股有限公司,1.089,0,0,0,1.089,0
F04A8391,富綱實業股份有限公司中和廠,1.088,0,0,0,1.088,0
F2306698,友亦企業股份有限公司,1.087,0,0,0,1.087,0
H43B1092,弘總企業有限公司中壢廠,1.084,0,0,0,1.084,0
F06A3985,展印有限公司,1.083,0,0,0,1.083,0
L0501340,梅華精密工業股份有限公司一廠,1.078,0,0,0,1.078,0
E4900477,華泰電子股份有限公司(半導體廠),1.075,0,0,0,1.075,0
F0419601,科億資訊科技有限公司,1.073,0,0,0,1.073,0
G38A0609,勵億塑膠股份有限公司,1.073,0,0,0,1.073,0
F04A7373,京典印刷事業股份有限公司,1.072,0,0,0,1.072,0
H4702498,巨品表面工程股份有限公司大園廠,1.07,0,0,0,1.07,0
S1665252,神洲塑膠工業股份有限公司,1.07,0,0,0,1.07,0
B0400744,新昌複合材料股份有限公司,1.068,0,0,0,1.068,0
F04A2838,連江印刷有限公司,1.067,0,0,0,1.067,0
N08A1325,廣久工業股份有限公司,1.066,0,0,0,1.066,0
E49A0474,興勤電子工業股份有限公司楠梓分公司,1.062,0,0,0,1.062,0
B9301108,勁揚實業有限公司,1.06,0,0,0,1.06,0
L0205834,嘉祥塑膠工廠,1.058,0,0,0,1.058,0
Q6600095,星一興業股份有限公司,1.058,0,0,0,1.058,0
N1007570,富騏複合材料有限公司,1.057,0,0,0,1.057,0
F0620659,薪瑀企業有限公司,1.05,0,0,0,1.05,0
F15A6116,三美富企業有限公司,1.05,0,0,0,1.05,0
S3204819,熒茂光學股份有限公司二廠,1.05,0,0,0,1.05,0
G3303532,展鵬實業股份有限公司,1.048,0,0,0,1.048,0
F0502852,永豐紙業股份有限公司新店廠,1.046,0,0,0,1.046,0
E5503294,大瑞遊艇股份有限公司旗津廠,1.045,0,0,0,1.045,0
J5903072,倫輝實業股份有限公司,1.045,0,0,0,1.045,0
K7101337,台灣高週波電氣爐股份有限公司竹南廠,1.044,0,0,0,1.044,0
M3305521,統揚實業股份有限公司,1.043,0,0,0,1.043,0
N15A0495,惠騰實業股份有限公司,1.042,0,0,0,1.042,0
B2408542,大宙金屬工業股份有限公司,1.034,0,0,0,1.034,0
S2200399,明鴻木器有限公司,1.032,0,0,0,1.032,0
J58A3706,台灣村上有限公司,1.03,0,0,0,1.03,0
L0300165,欣全實業股份有限公司台中廠,1.03,0,0,0,1.03,0
F02A1167,翰泰彩色印刷股份有限公司,1.029,0,0,0,1.029,0
L8804722,寶翰股份有限公司,1.029,0,0,0,1.029,0
D2804380,"耀豪真空科技股份有限公司	",1.028,0,0,0,1.028,0
E49A5078,日月光半導體製造股份有限公司12廠,1.028,0,0,0,1.028,0
F02A0703,龍璟興業股份有限公司,1.028,0,0,0,1.028,0
H5300907,台灣亨斯邁化學工業股份有限公司,1.025,0,0,0,1.025,0
B2311857,岡韋印刷股份有限公司二廠,1.022,0,0,0,1.022,0
K71A1964,華德光電材料科技股份有限公司,1.02,0,0,0,1.02,0
H4811170,淞竹塑膠股份有限公司龜山廠,1.018,0,0,0,1.018,0
H53A1495,達能科技股份有限公司晶圓製造二廠,1.018,0,0,0,1.018,0
B2302401,台穩精密工業股份有限公司,1.014,0,0,0,1.014,0
R03A2040,正達國際光電股份有限公司南科分公司二廠,1.012,0,0,0,1.012,0
F0204584,復盛股份有限公司三重工廠,1.011,0,0,0,1.011,0
L0200375,大昌紙業股份有限公司,1.011,0,0,0,1.011,0
H43A6649,新速科技股份有限公司,1.009,0,0,0,1.009,0
F0814419,廉大塑膠有限公司,1.008,0,0,0,1.008,0
R1003026,毅益企業有限公司,1.007,0,0,0,1.007,0
M35A2248,東永塑膠工業股份有限公司,1.005,0,0,0,1.005,0
L8900667,裕昌機電工廠股份有限公司,1.004,0,0,0,1.004,0
B0505511,協辰興業有限公司,1.002,0,0,0,1.002,0
N29A1833,佑懋興塑膠企業有限公司二廠,1.002,0,0,0,1.002,0
H4304205,元廣科技股份有限公司中壢廠,1.001,0,0,0,1.001,0
F13A1047,麗嘉科技股份有限公司自強三廠,1,0,0,0,1,0
H47B1181,超勤皮革洗衣店,1,0,0,0,1,0
H47B1309,超群乾洗商店,1,0,0,0,1,0
J5800969,台灣雙羽電機股份有限公司,0.999,0,0,0,0.999,0
N1607258,東和化學企業股份有限公司,0.999,0,0,0,0.999,0
F06A6157,美商通用檢驗科技股份有限公司台灣分公司,0.998,0,0,0,0.998,0
N0723020,金成興工業股份有限公司,0.998,0,0,0,0.998,0
N15A0504,惠勝興貿股份有限公司,0.998,0,0,0,0.998,0
F07A3514,富群材料檢驗股份有限公司,0.997,0,0,0,0.997,0
F04A2789,名度彩色印刷有限公司,0.994,0,0,0,0.994,0
H4639918,益奇生科技股份有限公司蘆竹廠,0.992,0,0,0,0.992,0
M3301765,台勵福股份有限公司,0.991,0,0,0,0.991,0
B9102570,文采有限公司中港廠,0.99,0,0,0,0.99,0
L9502290,車王電子(股)公司第一廠,0.986,0,0,0,0.986,0
N2201965,福華明鏡股份有限公司,0.985,0,0,0,0.985,0
H47B1230,鑫恆工業股份有限公司,0.983,0,0,0,0.983,0
A44A1950,中華賓士汽車股份有限公司關渡分公司,0.981,0,0,0,0.981,0
L8800493,凱鍶鎂股份有限公司,0.981,0,0,0,0.981,0
F06A6147,雨暉熱處理股份有限公司,0.98,0,0,0,0.98,0
E4900397,台灣恩智浦半導體股份有限公司,0.978,0,0,0,0.978,0
N0810699,金豐機器工業股份有限公司彰濱廠,0.978,0,0,0,0.978,0
B2408917,環隆科技股份有限公司二廠,0.975,0,0,0,0.975,0
H5301897,東邦塗料工業股份有限公司觀音二廠,0.974,0,0,0,0.974,0
B0301335,集泉塑膠工業股份有限公司,0.968,0,0,0,0.968,0
J55B0259,旺矽科技股份有限公司二廠,0.968,0,0,0,0.968,0
E5001937,成通企業有限公司,0.967,0,0,0,0.967,0
F04A2947,福霖印刷企業有限公司,0.966,0,0,0,0.966,0
H4803623,印美油墨企業股份有限公司,0.966,0,0,0,0.966,0
F17A1304,裕泰染化有限公司林口廠,0.965,0,0,0,0.965,0
H5300096,川慶化學股份有限公司觀音廠,0.965,0,0,0,0.965,0
D2802939,大新遊艇股份有限公司,0.962,0,0,0,0.962,0
F1200106,先智生物科技股份有限公司,0.962,0,0,0,0.962,0
T42A2750,弘詳膠業股份有限公司,0.961,0,0,0,0.961,0
F0704025,維毅實業有限公司,0.96,0,0,0,0.96,0
N1905722,宅興實業有限公司,0.96,0,0,0,0.96,0
K71A4829,碩晨生醫股份有限公司,0.958,0,0,0,0.958,0
S29A1796,綠能科技股份有限公司南科分公司,0.958,0,0,0,0.958,0
R1005306,泓光塑膠廠有限公司,0.957,0,0,0,0.957,0
F1304529,永豐紙業股份有限公司土城一廠,0.953,0,0,0,0.953,0
S21A0926,台灣愛德克股份有限公司大樹廠,0.953,0,0,0,0.953,0
B9800802,寶島國際木藝品有限公司,0.952,0,0,0,0.952,0
O1716358,竹榮鋼鐵工業股份有限公司,0.95,0,0,0,0.95,0
P4603102,凱豊工業股份有限公司,0.95,0,0,0,0.95,0
B23B3854,佳篁印刷有限公司,0.949,0,0,0,0.949,0
H50A4404,台灣日?金屬股份有限公司園區分公司龍潭廠,0.948,0,0,0,0.948,0
D2802126,耿利企業股份有限公司,0.947,0,0,0,0.947,0
H4205814,謹成工業股份有限公司桃園廠,0.945,0,0,0,0.945,0
F0607432,三達彩色印刷股份有限公司第一廠,0.943,0,0,0,0.943,0
R0000165,凱士士企業股份有限公司附設工廠,0.943,0,0,0,0.943,0
R9700791,人冠遊艇股份有限公司,0.943,0,0,0,0.943,0
F15A3192,台灣檢驗科技股份有限公司-食品服務部,0.941,0,0,0,0.941,0
S3204739,名佃工業股份有限公司永安廠,0.94,0,0,0,0.94,0
F04A2006,佳祺彩色印刷股份有限公司,0.938,0,0,0,0.938,0
J5900357,台惟工業股份有限公司,0.938,0,0,0,0.938,0
B9500665,慶暘有限公司,0.936,0,0,0,0.936,0
F1107495,勝利工業股份有限公司,0.936,0,0,0,0.936,0
F1301608,國榮造漆有限公司,0.936,0,0,0,0.936,0
H5301824,協益電子股份有限公司,0.936,0,0,0,0.936,0
N1601890,全興創新科技股份有限公司,0.935,0,0,0,0.935,0
H45A7439,交通部台灣鐵路管理局臺北機廠,0.932,0,0,0,0.932,0
G38A3148,全揚塑膠企業股份有限公司,0.931,0,0,0,0.931,0
D3206477,百豐真空工業有限公司,0.929,0,0,0,0.929,0
F04B0423,尉盛上光有限公司,0.927,0,0,0,0.927,0
F1112772,友通資訊股份有限公司,0.927,0,0,0,0.927,0
L9202704,仲弘科技工業股份有限公司,0.927,0,0,0,0.927,0
R8704393,惠光股份有限公司台南廠,0.927,0,0,0,0.927,0
F15A5366,台灣檢驗科技股份有限公司-綜合化學實驗室,0.926,0,0,0,0.926,0
T57A0337,協麟實業有限公司,0.926,0,0,0,0.926,0
P4701765,昶春塑膠有限公司,0.923,0,0,0,0.923,0
D3202264,復成實業股份有限公司,0.922,0,0,0,0.922,0
H4402528,台灣松下電材股份有限公司 ,0.921,0,0,0,0.921,0
A39A2791,國都汽車股份有限公司凌志濱江服務廠分公司,0.92,0,0,0,0.92,0
F15A0821,金利橡膠股份有限公司五權廠,0.92,0,0,0,0.92,0
K7202366,凌巨科技股份有限公司,0.92,0,0,0,0.92,0
N1600615,鑫輿股份有限公司,0.92,0,0,0,0.92,0
R0503241,晶越微波積體電路製造股份有限公司台南一廠,0.918,0,0,0,0.918,0
D1401465,冠瑞冷凍設備企業有限公司台南廠,0.916,0,0,0,0.916,0
F0900385,福華電子股份有限公司,0.916,0,0,0,0.916,0
L9403461,邦泰複合材料股份有限公司,0.916,0,0,0,0.916,0
F09A1964,錦傳塑膠有限公司,0.913,0,0,0,0.913,0
H50A1985,合晶科技股份有限公司園區分公司龍潭廠,0.913,0,0,0,0.913,0
N1001783,金山彩藝股份有限公司,0.912,0,0,0,0.912,0
B9104172,薪富欣業有限公司,0.91,0,0,0,0.91,0
H4309826,辰邦電子有限公司,0.91,0,0,0,0.91,0
H45A0661,安達康科技股份有限公司,0.91,0,0,0,0.91,0
L91A1796,技迪科技股份有限公司,0.91,0,0,0,0.91,0
F1303817,萬盛實業股份有限公司,0.909,0,0,0,0.909,0
H4313884,昱鐳光電科技股份有限公司中壢廠,0.909,0,0,0,0.909,0
H4603169,豐磊電子股份有限公司,0.907,0,0,0,0.907,0
F1504501,台灣檢驗科技股份有限公司,0.905,0,0,0,0.905,0
B2408926,隆成事業有限公司,0.904,0,0,0,0.904,0
E49A3814,台灣雙葉電子股份有限公司F廠,0.903,0,0,0,0.903,0
N1001925,信鋐工業股份有限公司,0.902,0,0,0,0.902,0
F07A2655,新日發鐵工廠股份有限公司,0.901,0,0,0,0.901,0
B24B1695,漢鐘精機股份有限公司台中廠,0.9,0,0,0,0.9,0
J59A4482,前鼎光電股份有限公司,0.9,0,0,0,0.9,0
R9004543,頂正科技股份有限公司,0.899,0,0,0,0.899,0
E49A0266,日月光電子股份有限公司,0.897,0,0,0,0.897,0
A42A3421,三和汽車股份有限公司內湖廠,0.895,0,0,0,0.895,0
C1500540,江倫企業股份有限公司,0.895,0,0,0,0.895,0
M33A3177,固品塑膠工業股份有限公司,0.895,0,0,0,0.895,0
F09A1518,岳峰精密化學股份有限公司,0.892,0,0,0,0.892,0
H51A6831,台灣玻封電子股份有限公司湧豐廠,0.892,0,0,0,0.892,0
N0810555,源利電磁工業股份有限公司,0.891,0,0,0,0.891,0
N08A2858,源利電磁工業股份有限公司二廠,0.891,0,0,0,0.891,0
H43A7231,赤陽工業有限公司,0.89,0,0,0,0.89,0
A39A2810,台隆賓士汽車股份有限公司濱江分公司,0.889,0,0,0,0.889,0
J55B1960,慶鴻科技顧問股份有限公司,0.889,0,0,0,0.889,0
N0809972,利源車鏡股份有限公司,0.889,0,0,0,0.889,0
S1508289,宗延企業股份有限公司,0.889,0,0,0,0.889,0
D2809214,保興工業股份有限公司,0.888,0,0,0,0.888,0
J59A0391,豪門彩色印刷事業股份有限公司(第二廠),0.888,0,0,0,0.888,0
B0504363,金呈益企業有限公司,0.884,0,0,0,0.884,0
F0409758,弘霖彩色印刷有限公司,0.883,0,0,0,0.883,0
H46A2008,欣欣電路板有限公司,0.882,0,0,0,0.882,0
L9300714,太原實業股份有限公司,0.881,0,0,0,0.881,0
P4607404,五翰企業股份有限公司,0.876,0,0,0,0.876,0
F0200586,佑成塑膠股份有限公司,0.874,0,0,0,0.874,0
F2300132,大舟企業股份有限公司,0.873,0,0,0,0.873,0
H4405001,泉國工業股份有限公司-大溪廠,0.87,0,0,0,0.87,0
F0724018,政輝塑膠科技有限公司,0.869,0,0,0,0.869,0
L88A0709,榮憶橡膠工業股份有限公司日南廠,0.869,0,0,0,0.869,0
N16A2208,中盛科技股份有限公司,0.868,0,0,0,0.868,0
Q6907446,品宗化工工業股份有限公司 ,0.866,0,0,0,0.866,0
E5405006,宜昇股份有限公司,0.865,0,0,0,0.865,0
F0620604,金瑚表面處理有限公司,0.865,0,0,0,0.865,0
F1302016,華增塑膠印刷廠,0.865,0,0,0,0.865,0
H4500985,信嘉鋁業股份有限公司,0.864,0,0,0,0.864,0
H4502765,百源電子股份有限公司,0.864,0,0,0,0.864,0
F04A9250,虹雲上光股份有限公司,0.86,0,0,0,0.86,0
F0611187,高達熱處理工業份有限公司,0.86,0,0,0,0.86,0
H4890046,協易機械工業股份有限公司,0.86,0,0,0,0.86,0
H4642460,樺安電子股份有限公司二廠,0.859,0,0,0,0.859,0
B9202093,川智股份有限公司,0.857,0,0,0,0.857,0
F07A1083,亞西亞企業有限公司,0.856,0,0,0,0.856,0
H5005309,東芳塑膠企業有限公司,0.856,0,0,0,0.856,0
R9900719,凱田實業有限公司台南廠,0.856,0,0,0,0.856,0
R0100375,天乾製藥有限公司,0.855,0,0,0,0.855,0
A41A1678,長興汽車物業股份有限公司,0.853,0,0,0,0.853,0
P46A5653,誌懋股份有限公司斗六廠,0.853,0,0,0,0.853,0
F0610733,鼎祐電子工業股份有限公司,0.852,0,0,0,0.852,0
A41A0482,康揚特殊美術印刷股份有限公司,0.85,0,0,0,0.85,0
F0605143,品元企業股份有限公司,0.85,0,0,0,0.85,0
F0700250,中國砂輪企業股份有限公司樹林廠,0.85,0,0,0,0.85,0
L9307213,廣誠化學股份有限公司,0.85,0,0,0,0.85,0
R0304328,台灣明尼蘇達光電股份有限公司,0.849,0,0,0,0.849,0
R90A1469,群創光電股份有限公司C廠,0.846,0,0,0,0.846,0
H43C0942,桃苗汽車股份有限公司中壢廠,0.845,0,0,0,0.845,0
D28A2078,輝鴻紀企業有限公司,0.844,0,0,0,0.844,0
B9100692,盟鑫工業股份有限公司,0.842,0,0,0,0.842,0
J6300146,漢磊科技股份有限公司創新廠,0.842,0,0,0,0.842,0
B0500490,捷映科技工業有限公司一廠,0.839,0,0,0,0.839,0
F1709668,兆點科技有限公司,0.839,0,0,0,0.839,0
R9903541,全勝實業社,0.838,0,0,0,0.838,0
F1114025,連靖企業股份有限公司汐止廠,0.834,0,0,0,0.834,0
A44A9974,國都汽車股份有限公司陽明分公司,0.831,0,0,0,0.831,0
M33A2515,宏積有限公司,0.829,0,0,0,0.829,0
H4888902,旭軟電子科技股份有限公司龜山廠,0.828,0,0,0,0.828,0
R1405235,駿嶧實業股份有限公司,0.828,0,0,0,0.828,0
H51A9855,福爾銘股份有限公司平鎮廠,0.825,0,0,0,0.825,0
F04B8516,華展文化事業股份有限公司,0.822,0,0,0,0.822,0
H4503360,年程科技股份有限公司楊梅廠,0.82,0,0,0,0.82,0
H4640993,昶運電子股份有限公司,0.819,0,0,0,0.819,0
F01A7764,賓航賓士汽車股份有限公司板橋分公司,0.817,0,0,0,0.817,0
H49A8576,千邑企業股份有限公司二廠,0.817,0,0,0,0.817,0
T5005264,召信企業股份有限公司,0.816,0,0,0,0.816,0
N1900558,力宇實業股份有限公司,0.815,0,0,0,0.815,0
F1300183,佶優科技股份有限公司,0.814,0,0,0,0.814,0
F15A0099,書甸印刷紙品股份有限公司,0.814,0,0,0,0.814,0
H48A1179,高晉實業股份有限公司,0.814,0,0,0,0.814,0
F1308054,黑木股份有限公司,0.813,0,0,0,0.813,0
F13A4536,佺和有限公司,0.812,0,0,0,0.812,0
H47A9742,柯富伊企業有限公司二廠,0.81,0,0,0,0.81,0
H4802260,國祥冷凍機械股份有限公司林口廠,0.81,0,0,0,0.81,0
F10A6121,美而光實業股份有限公司,0.808,0,0,0,0.808,0
F16A1606,得興塗料工業有限公司,0.807,0,0,0,0.807,0
F04A0802,明煌印刷事業股份有限公司,0.806,0,0,0,0.806,0
M3309118,義成工廠股份有限公司二廠,0.805,0,0,0,0.805,0
H4695336,中環股份有限公司大竹廠,0.803,0,0,0,0.803,0
L94A1573,豪豐塗料企業有限公司,0.802,0,0,0,0.802,0
L9401010,保勝光學股份有限公司,0.8,0,0,0,0.8,0
N08A0773,金潔明玻璃有限公司,0.8,0,0,0,0.8,0
N08A4507,宏裕有限公司,0.8,0,0,0,0.8,0
H5387477,鑫鑫鑫股份有限公司觀音廠,0.799,0,0,0,0.799,0
M3302093,台新橡膠工業股份有限公司,0.799,0,0,0,0.799,0
R8903510,成榕顏料科技股份有限公司,0.799,0,0,0,0.799,0
R0500400,東展興業股份有限公司,0.797,0,0,0,0.797,0
R1007364,政義實業股份有限公司,0.795,0,0,0,0.795,0
H48A8442,磐采股份有限公司龜山廠,0.794,0,0,0,0.794,0
A44A1930,福輪汽車股份有限公司北投鈑噴中心,0.789,0,0,0,0.789,0
N2907971,億豐綜合工業股份有限公司,0.789,0,0,0,0.789,0
R1005806,聯有機器股份有限公司,0.788,0,0,0,0.788,0
F05A3851,三和汽車股份有限公司新店廠,0.786,0,0,0,0.786,0
Q7304065,裕航股份有限公司,0.786,0,0,0,0.786,0
S20A3688,原塑實業股份有限公司,0.786,0,0,0,0.786,0
N1110054,泉桂企業有限公司,0.784,0,0,0,0.784,0
L05A4150,保固油漆股份有限公司,0.782,0,0,0,0.782,0
L0307744,大立機器工業股份有限公司,0.781,0,0,0,0.781,0
Q7500423,亞南塑膠工業股份有限公司,0.78,0,0,0,0.78,0
D3206986,頂祺實業股份有限公司,0.778,0,0,0,0.778,0
R14A4778,本群有限公司,0.776,0,0,0,0.776,0
F0403667,立龍藝術印刷股份有限公司,0.774,0,0,0,0.774,0
S3103102,金永隆實業股份有限公司茄萣廠,0.774,0,0,0,0.774,0
H4305775,國成工業股份有限公司,0.773,0,0,0,0.773,0
F01A7615,鴻源汽車股份有限公司,0.772,0,0,0,0.772,0
F0905684,立圓企業有限公司三峽廠,0.772,0,0,0,0.772,0
H48A9698,祥元企業股份有限公司,0.768,0,0,0,0.768,0
N2806380,亮亞科技有限公司,0.767,0,0,0,0.767,0
F01A7794,北達汽車股份有限公司板橋廠,0.766,0,0,0,0.766,0
H4641918,久宙科技股份有限公司,0.766,0,0,0,0.766,0
F1506087,久裕印刷事業股份有限公司,0.764,0,0,0,0.764,0
H4902603,連盟興業股份有限公司,0.763,0,0,0,0.763,0
L05A4972,皇州國際股份有限公司,0.763,0,0,0,0.763,0
E2202512,樺塑企業股份有限公司,0.76,0,0,0,0.76,0
M3304355,聯盟包裝企業股份有限公司,0.76,0,0,0,0.76,0
N15A0485,鼎浦實業股份有限公司,0.759,0,0,0,0.759,0
H4304938,泓旭電子有限公司中壢廠,0.758,0,0,0,0.758,0
H5008293,勗裕股份有限公司,0.757,0,0,0,0.757,0
R1407346,立興鞋業有限公司,0.757,0,0,0,0.757,0
H43A2211,璿瓏塗料科技有限公司,0.756,0,0,0,0.756,0
D32A6222,創勳實業有限公司,0.755,0,0,0,0.755,0
F16A0896,南亞塑膠工業股份有限公司林口一廠,0.755,0,0,0,0.755,0
J5908595,全興工業股份有限公司新竹廠,0.755,0,0,0,0.755,0
P4601215,大山電線電纜股份有限公司,0.753,0,0,0,0.753,0
B0503928,崑仲股份有限公司,0.752,0,0,0,0.752,0
H45A4168,百福林企業股份有限公司永平廠,0.751,0,0,0,0.751,0
N2003290,偉鈺興業有限公司,0.751,0,0,0,0.751,0
S15A1752,崴鼎電子股份有限公司,0.751,0,0,0,0.751,0
F1503326,玖輝工業有限公司,0.75,0,0,0,0.75,0
H45A5166,梧村有限公司,0.75,0,0,0,0.75,0
A39A2909,九和汽車股份有限公司濱江修護廠,0.748,0,0,0,0.748,0
H43B7703,輝能科技股份有限公司,0.748,0,0,0,0.748,0
H4889025,澺盟有限公司,0.748,0,0,0,0.748,0
F1401470,精宏企業有限公司,0.745,0,0,0,0.745,0
N2695074,羽台實業股份有限公司,0.743,0,0,0,0.743,0
J5905343,旭德科技股份有限公司,0.741,0,0,0,0.741,0
B0301308,添碩食品機械有限公司,0.74,0,0,0,0.74,0
F01A1924,侑萱彩色製版印刷有限公司,0.74,0,0,0,0.74,0
F04C0925,晉嘉紙品股份有限公司,0.739,0,0,0,0.739,0
R1001942,陸裕興業股份有限公司,0.738,0,0,0,0.738,0
F04A0941,晶彩股份有限公司,0.734,0,0,0,0.734,0
V75B2522,名碁工程顧問有限公司,0.732,0,0,0,0.732,0
H4611198,協輝電子股份有限公司三廠,0.731,0,0,0,0.731,0
F13A7372,連威實業有限公司,0.728,0,0,0,0.728,0
R1400972,聯昌印刷所,0.723,0,0,0,0.723,0
H4813450,三協彫刻廠股份有限公司,0.722,0,0,0,0.722,0
P6001697,永利塑膠有限公司,0.722,0,0,0,0.722,0
R1200123,冠昌塑膠企業股份有限公司,0.721,0,0,0,0.721,0
E49A1719,日月光半導體製造股份有限公司六廠,0.719,0,0,0,0.719,0
Q69A0659,慶宗塑膠有限公司,0.716,0,0,0,0.716,0
E49A6690,台灣雙葉電子A廠,0.715,0,0,0,0.715,0
N08A1424,益澄塑膠有限公司彰濱廠,0.713,0,0,0,0.713,0
N2907220,順億工業股份有限公司,0.713,0,0,0,0.713,0
T5204212,大智耘實業股份有限公司,0.713,0,0,0,0.713,0
P46A7768,?泰企業股份有限公司,0.711,0,0,0,0.711,0
F0600031,億昌印刷有限公司,0.71,0,0,0,0.71,0
T4295148,祥吉塑膠工業股份有限公司,0.71,0,0,0,0.71,0
L91A0877,世界中心科技股份有限公司,0.705,0,0,0,0.705,0
R1000301,本芳企業股份有限公司,0.705,0,0,0,0.705,0
D2801361,占福企業股份有限公司,0.704,0,0,0,0.704,0
D32A0195,宏泰印刷廠股份有限公司科工廠,0.704,0,0,0,0.704,0
G3000929,台灣半導體股份有限公司宜蘭廠,0.704,0,0,0,0.704,0
F15A6087,億榮塗料有限公司,0.702,0,0,0,0.702,0
N1901000,大鋒塑膠股份有限公司,0.701,0,0,0,0.701,0
P6200289,順盟皮革有限公司,0.7,0,0,0,0.7,0
B0503339,益豐貼花廠,0.698,0,0,0,0.698,0
M33A3424,肯美特材料科技股份有限公司,0.698,0,0,0,0.698,0
F15A1720,台灣檢驗科技股份有限公司-超微量實驗室,0.697,0,0,0,0.697,0
D32A8258,金銘鴻有限公司,0.696,0,0,0,0.696,0
F0701195,明新噴烤漆有限公司,0.696,0,0,0,0.696,0
A4100144,福輪汽車股份有限公司南港鈑噴中心,0.695,0,0,0,0.695,0
F06A0793,三達彩色印刷股份有限公司第二廠,0.695,0,0,0,0.695,0
N08A6830,奇輝玻璃纖維有限公司,0.695,0,0,0,0.695,0
J5902968,台灣精星科技股份有限公司湖口廠,0.693,0,0,0,0.693,0
A39A2840,北達汽車股份有限公司,0.692,0,0,0,0.692,0
J5902600,康普材料科技股份有限公司,0.691,0,0,0,0.691,0
L04A0420,藝林企業社,0.69,0,0,0,0.69,0
P4701701,隆瀅工業股份有限公司,0.69,0,0,0,0.69,0
