FacilityID,FacilityName,VOCs,TSP,SOx,NOx,Total,Total(不含VOCs)
F0802268,統帥窯業股份有限公司,0.087,3.725,0.746,1.467,6.025,5.938
S1700096,坤合興建材股份有限公司,0.532,5.05,0.282,0.603,6.467,5.935
K8000508,甲騰企業有限公司,0,5.913,0,0,5.913,5.913
U9102945,中國鋼鐵股份有限公司花蓮石料場,0,5.91,0,0,5.91,5.91
H4303440,祐昌染整股份有限公司,0.223,0.785,2.012,3.109,6.129,5.906
K6801098,台灣肥料股份有限公司苗栗廠,1.601,0.226,3.239,2.422,7.488,5.887
H5201374,鼎鐘實業行,0,5.827,0,0,5.827,5.827
N1901153,加保保麗龍股份有限公司,1.979,1.4,1.769,2.61,7.758,5.779
H53A2027,日禕紡織企業股份有限公司,1.165,0.583,2.322,2.862,6.932,5.767
G32A0114,宜興預拌混凝土股份有限公司聖湖土石碎解洗選廠,0,5.764,0,0,5.764,5.764
L0100629,興農股份有限公司王田廠,1.785,0.184,0.015,5.535,7.519,5.734
K7101515,鍵發工業股份有限公司,0.482,4.99,0.345,0.393,6.21,5.728
N0900983,裕源紡織股份有限公司,0,0.145,2.691,2.88,5.716,5.716
H4888966,東鏘工業股份有限公司龜山廠,4.043,0,1.949,3.765,9.757,5.714
D3208300,安瀚視特股份有限公司,0.182,0.123,0.159,5.428,5.892,5.71
G3701789,鑫龍瀝青股份有限公司,0.3,2.651,1.808,1.238,5.997,5.697
P4800576,美達食品工業股份有限公司(土庫工廠),0,0.311,3.176,2.203,5.69,5.69
H5200582,欣冠鑄造股份有限公司新屋廠,7.516,3.439,1.315,0.934,13.204,5.688
N1601569,志成鋼鐵股份有限公司,0,0.442,2.876,2.367,5.685,5.685
T5400483,臺灣菸酒股份有限公司屏東酒廠,5.572,0.267,3.074,2.331,11.244,5.672
N2100623,華豐橡膠工業股份有限公司,2.094,0,1.545,4.115,7.754,5.66
K7400102,統日實業股份有限公司,0,5.64,0,0,5.64,5.64
E5603431,志一企業股份有限公司,0,0,3.162,2.47,5.632,5.632
O1702523,正隆股份有限公司新竹廠,0,1.029,0.796,3.807,5.632,5.632
S2902665,延隆工業股份有限公司,0.112,5.568,0.004,0.053,5.737,5.625
J5800487,惠邦實業股份有限公司,0.338,1.689,2.418,1.51,5.955,5.617
H51A5615,鉅輝鋼鐵股份有限公司,0,0.372,2.861,2.374,5.607,5.607
K8200320,台灣東陶股份有限公司,0,4.961,0,0.634,5.595,5.595
H4202519,信東生技股份有限公司,3.481,0.365,2.141,3.073,9.06,5.579
L8600411,承鋒鑄造工業股份有限公司,0.989,5.507,0.051,0.011,6.558,5.569
B0201385,昇佑企業有限公司二廠,0.279,2.317,1.905,1.321,5.822,5.543
L9302843,百助紙業股份有限公司,0,0,0.19,5.338,5.528,5.528
N2100552,正新橡膠工業股份有限公司(總廠),12.416,0,0,5.526,17.942,5.526
R9000394,三福化工股份有限公司善化廠,0.423,0.369,3,2.152,5.944,5.521
P5801871,台塑勝高科技股份有限公司麥寮矽晶圓廠,0.557,0.578,0,4.932,6.067,5.51
H52A1222,皓勝工業股份有限公司,0,4.533,0.57,0.395,5.498,5.498
T4904651,裕瑋鋁業股份有限公司九如廠,0.866,2.827,0.436,2.206,6.335,5.469
H4600300,欣昌塑膠股份有限公司,0.296,0.319,2.805,2.342,5.762,5.466
R0103312,康那香企業股份有限公司口寮廠,0,0.267,2.796,2.403,5.466,5.466
G4103349,宜興預拌混凝土股份有限公司-台9線蘇花公路觀音隧道新建工程,0,5.459,0,0,5.459,5.459
R0404832,坤慶瀝青工業股份有限公司港口廠,0.338,4.261,0.655,0.53,5.784,5.446
H5101002,東周鋼鐵廠股份有限公司,0,0.277,2.74,2.428,5.445,5.445
P4801760,楠峰實業股份有限公司,0.483,3.015,1.266,1.163,5.927,5.444
H47A2736,菁華工業股份有限公司大園廠,0.542,3.952,0,1.487,5.981,5.439
B9402306,金石砂石股份有限公司,0,5.435,0,0,5.435,5.435
K7300143,鼎隆窯業股份有限公司,0.307,2.932,0.153,2.342,5.734,5.427
S1900612,聯成化學科技股份有限公司林園廠,5.829,0.001,1.38,4.029,11.239,5.41
H4610913,泉盛纖維工業股份有限公司,0.164,0.232,2.532,2.641,5.569,5.405
S2201047,高福化學工業股份有限公司高雄工廠,1.521,0.331,2.995,2.077,6.924,5.403
R8406310,常琪鋁業有限公司,1.279,3.201,1.139,1.053,6.672,5.393
A3900355,晶華國際酒店股份有限公司,0,0.301,2.889,2.2,5.39,5.39
L9101748,中美和石油化學股份有限公司台中廠,9.996,0.059,0.013,5.314,15.382,5.386
J5901747,三陽工業股份有限公司新竹廠,125.036,0,2.252,3.129,130.417,5.381
S3201023,慈陽科技工業股份有限公司,2.648,0.004,0,5.369,8.021,5.373
H4302729,嘉利實業股份有限公司中壢廠,0,5.371,0,0,5.371,5.371
B24A0531,妙春實業股份有限公司二廠,3.571,0.546,2.863,1.961,8.941,5.37
H5303882,武雄實業股份有限公司觀音廠,0.094,5.367,0,0,5.461,5.367
J5901729,台灣積水化成品股份有限公司,1.618,0,3.036,2.314,6.968,5.35
K7103626,金瑞治科技股份有限公司,26.584,2.673,1.556,1.117,31.93,5.346
H4305293,勝昌製藥廠股份有限公司中壢廠,0.07,0.241,2.824,2.259,5.394,5.324
G32A0540,羅東鋼鐵廠股份有限公司煉鋼廠,4.216,0.43,2.313,2.529,9.488,5.272
K7102245,精工陶瓷股份有限公司,0,1.957,0.99,2.32,5.267,5.267
L0001498,長生預拌混凝土股份有限公司,0,5.25,0,0,5.25,5.25
S2201056,台灣聚合化學品股份有限公司高雄廠,28.271,0.053,0.402,4.79,33.516,5.245
N1900389,福園窯業股份有限公司,0.464,2.403,0.611,2.21,5.688,5.224
H48A6694,霖昌能源股份有限公司龜山廠,0,0.125,1.579,3.5,5.204,5.204
H5101431,科達製藥股份有限公司,0.005,0.371,2.703,2.125,5.204,5.199
H4206464,崑益企業股份有限公司桃園廠,0.052,0.255,2.898,2.045,5.25,5.198
J5800674,詠炬企業股份有限公司,0,5.18,0,0,5.18,5.18
U0103311,福安礦業股份有限公司福安二礦,0,5.152,0,0,5.152,5.152
L9703055,增泰砂石股份有限公司石岡廠,0,5.142,0,0,5.142,5.142
F0101757,恭億針織股份有限公司板橋廠,0.198,0.305,0.167,4.653,5.323,5.125
L0308045,誌建企業股份有限公司,0,5.12,0,0,5.12,5.12
E56A8447,和桐水泥股份有限公司,0,4.72,0.124,0.271,5.115,5.115
S2800200,環球水泥股份有限公司阿蓮廠,0,5.114,0,0,5.114,5.114
R92A0659,榮剛材料科技股份有限公司柳營廠,0.299,0.474,0.492,4.146,5.411,5.112
R0300946,台灣比菲多發酵股份有限公司台南分公司,0,0.312,2.828,1.946,5.086,5.086
N1301724,大成工業股份有限公司,0.683,4.114,0.564,0.406,5.767,5.084
H4500645,和山企業股份有限公司,0,0,3.002,2.082,5.084,5.084
J5704042,達邁科技股份有限公司,0.303,0,2.993,2.076,5.372,5.069
G3200867,皇竣興業股份有限公司,0.053,2.223,0.518,2.327,5.121,5.068
K7201074,宏衡實業股份有限公司,0.466,2.527,1.61,0.929,5.532,5.066
M3601537,亦新實業股份有限公司,0,0,3.446,1.613,5.059,5.059
F1502187,寶利興實業有限公司,0.004,0,2.467,2.581,5.052,5.048
R9803064,台山企業行,0,5.043,0,0,5.043,5.043
F17A1394,霖昌實業有限公司林口廠,0,0.626,1.917,2.493,5.036,5.036
F0703840,琨林實業股份有限公司,0.402,0.815,1.394,2.826,5.437,5.035
H4501008,萬洲化學股份有限公司楊梅一廠,399.691,0.054,0.09,4.882,404.717,5.026
L0000802,臺灣菸酒股份有限公司烏日啤酒廠,8.786,0.459,1.686,2.87,13.801,5.015
R9100291,國華防火材工業股份有限公司,0,2.2,1.527,1.28,5.007,5.007
K7305433,泉興瀝青工業股份有限公司,0.382,2.353,1.493,1.154,5.382,5
M38A0633,金磊企業有限公司,0,4.988,0,0,4.988,4.988
Q6900965,谷王食品工業股份有限公司,0,0.888,2.339,1.733,4.96,4.96
T52A0144,獲益砂石開發企業有限公司,0,4.957,0,0,4.957,4.957
L0501797,中來工業股份有限公司,0,4.946,0,0,4.946,4.946
G37A3757,薛長興工業股份有限公司龍德廠,0.13,0.283,2.804,1.846,5.063,4.933
N29A0934,辛達實業股份有限公司芳苑廠,0.176,0.296,2.683,1.932,5.087,4.911
L9102209,大信砂石股份有限公司臨時堆置場,0,4.897,0,0,4.897,4.897
R8900368,南光化學製藥股份有限公司新化廠,0,0.363,2.786,1.726,4.875,4.875
H4700494,尚益染整加工股份有限公司大園廠,0.373,0.316,1.968,2.586,5.243,4.87
W0600021,金門酒廠實業股份有限公司金寧廠,69.26,0.248,0.128,4.492,74.128,4.868
J5800665,石樺企業股份有限公司,0,4.864,0,0,4.864,4.864
H5302161,台光電子材料股份有限公司,103.306,0.769,1.991,2.099,108.165,4.859
K8003063,禾鑫瀝青股份有限公司三義廠,0.395,1.996,1.878,0.979,5.248,4.853
L9300232,正鋒鑄造工業股份有限公司,0.528,4.349,0.149,0.352,5.378,4.85
F0800433,福和窯業股份有限公司,0,2.419,0.707,1.721,4.847,4.847
H49A2429,凌巨科技股份有限公司八德廠,4.114,0.248,1.605,2.984,8.951,4.837
L00A1983,益郁實業有限公司,0,4.837,0,0,4.837,4.837
H47A8596,辰澔股份有限公司,0,0.046,0.472,4.307,4.825,4.825
H4900967,和成欣業股份有限公司桃園廠,0,3.943,0,0.87,4.813,4.813
B9400295,亞東預拌混凝土股份有限公司潭子廠,0,4.806,0,0,4.806,4.806
L8900818,泰慶紡織股份有限公司,0.151,0.225,0.655,3.925,4.956,4.805
G3201944,新楓隆有限公司,0,4.799,0,0,4.799,4.799
E2004669,天山資材股份有限公司建業廠,0,4.795,0,0,4.795,4.795
H5300327,綿隆紡織染整股份有限公司觀音廠,0.039,0.525,2.038,2.221,4.823,4.784
H43C0794,精材科技股份有限公司中壢三廠,0.217,0,3.091,1.691,4.999,4.782
N1501733,百達精密化學股份有限公司,0.083,0.144,2.667,1.967,4.861,4.778
N15A1265,台灣科思創股份有限公司彰化廠,11.625,0.555,2.429,1.785,16.394,4.769
R8900331,啟盟工業股份有限公司,0.193,0.419,2.382,1.968,4.962,4.769
H44A1872,良邦建材有限公司大溪廠,0,4.765,0,0,4.765,4.765
L8904165,泰田實業股份有限公司一廠,0,4.756,0,0,4.756,4.756
L0501813,三晃股份有限公司大里廠,0.423,0.549,2.44,1.765,5.177,4.754
F0704776,協灃企業股份有限公司,0.391,0.33,2.599,1.803,5.123,4.732
R1402270,台灣佳慶綜合股份有限公司,0,4.575,0.083,0.057,4.715,4.715
R1405673,錦祥五金鑄造股份有限公司,0,3.295,0.772,0.642,4.709,4.709
H4700467,強盛染整股份有限公司,0.802,1.723,0.897,2.084,5.506,4.704
J63A1670,台灣積體電路製造股份有限公司十二廠七期,0.913,0,3.046,1.633,5.592,4.679
T5001720,富晟企業行,0,4.674,0,0,4.674,4.674
H5200626,台灣水泥股份有限公司台北水泥製品廠中壢分廠,0,4.667,0,0,4.667,4.667
K73A0986,年興紡織股份有限公司二廠,0,0.196,0.868,3.59,4.654,4.654
M3309332,人豪鋁業有限公司南投廠,1.073,2.672,1.102,0.879,5.726,4.653
K8200231,朝陽紙業股份有限公司,0,1.037,1.275,2.336,4.648,4.648
E5401393,台達化學工業股份有限公司前鎮廠,2.735,0.426,2.3,1.918,7.379,4.644
T5006029,吉祥砂石股份有限公司,0,4.634,0,0,4.634,4.634
Q6901417,勇宗企業股份有限公司,0.205,4.394,0.146,0.087,4.832,4.627
H5308752,欣道實業股份有限公司觀音廠,0.642,1.858,1.471,1.274,5.245,4.603
L8802184,永信藥品工業股份有限公司台中幼獅二廠 ,0,0.334,2.423,1.837,4.594,4.594
G3702599,協發石業有限公司,0,4.577,0,0,4.577,4.577
K7101239,進春紙器工業股份有限公司,0,0.442,1.383,2.739,4.564,4.564
P5500306,三祥纖維股份有限公司斗六廠,0.48,0.195,2.13,2.238,5.043,4.563
P5400070,建大工業股份有限公司雲林廠,7.166,2.229,0,2.326,11.721,4.555
J6100066,勤美股份有限公司,2.456,4.145,0.272,0.137,7.01,4.554
F0800586,合豐瀝青股份有限公司,0.489,2.48,1.068,1.006,5.043,4.554
N2802382,歐典食品工廠股份有限公司工廠,0,0.138,2.624,1.789,4.551,4.551
H4610020,長榮國際股份有限公司桃園印刷廠,1.037,0.326,2.387,1.832,5.582,4.545
E5001919,光陽工業股份有限公司第二廠,3.175,2.601,0.374,1.561,7.711,4.536
R8401879,孟益企業股份有限公司,0.406,0.176,1.821,2.539,4.942,4.536
G3705287,宜蘭大理石股份有限公司,0,4.529,0,0,4.529,4.529
R87A0838,岱稜科技股份有限公司麻豆二廠,16.907,0,4.391,0.11,21.408,4.501
R8500206,煌昇機械企業股份有限公司,0.633,4.308,0.102,0.083,5.126,4.493
R9900586,南寶樹脂化學工廠股份有限公司第一廠,7.807,0.367,2.473,1.651,12.298,4.491
U9601032,鳳勝實業股份有限公司壽豐廠,0,4.49,0,0,4.49,4.49
M3400414,中日特種紙廠股份有限公司,0,0.118,2.312,2.044,4.474,4.474
A3500051,福華大飯店股份有限公司,0.04,0.243,2.187,2.027,4.497,4.457
M3600996,新旭台實業股份有限公司竹山廠,0,4.454,0,0,4.454,4.454
L0100683,台茂奈米生化股份有限公司王田廠,0.016,0,2.682,1.757,4.455,4.439
T5005424,莊松榮製藥廠有限公司,0,0,2.612,1.812,4.424,4.424
R1001639,色真顏料廠股份有限公司,3.297,2.03,1.298,1.075,7.7,4.403
G3700326,宜聯鋼鐵股份有限公司,0,0.237,2.274,1.879,4.39,4.39
G3200741,仙豐股份有限公司蘇澳製藥廠,0,0.108,2.333,1.943,4.384,4.384
U0003012,錦山企業有限公司,0,4.373,0,0,4.373,4.373
H4301035,瑝隆實業股份有限公司,0.198,0.556,1.53,2.285,4.569,4.371
V7603068,展憲企業有限公司,0,4.365,0,0,4.365,4.365
Q6800326,正隆股份有限公司大林廠,4.974,0.109,2.644,1.61,9.337,4.363
H4502121,台灣明尼蘇達礦業製造股份有限公司楊梅廠,19.539,0.036,1.556,2.77,23.901,4.362
H53A2938,永誠亞太有限公司觀音廠,1.58,3.894,0.254,0.205,5.933,4.353
H4888582,台灣美光晶圓科技股份有限公司二廠,205.915,0.009,1.151,3.192,210.267,4.352
D32A5422,台南市中國石油化學工業開發股份有限公司安順廠及二等九號道路東側草叢區,0,4.347,0,0,4.347,4.347
P46A4140,匯竑國際股份有限公司,0,0,2.602,1.744,4.346,4.346
S2000406,友和耐火材料工業股份有限公司,0.205,1.683,0.856,1.805,4.549,4.344
F2306670,晉瑜企業股份有限公司八里廠,0,2.985,0.456,0.902,4.343,4.343
F07A7180,大廣企業股份有限公司二廠,1.099,0.287,1.256,2.796,5.438,4.339
J6301447,台灣積體電路製造股份有限公司五廠,1.477,0,0.059,4.274,5.81,4.333
R1009279,宗揚鋁業有限公司,0.704,1.265,1.534,1.522,5.025,4.321
G37A0842,晟合昌實業有限公司,0.332,1.547,1.583,1.191,4.653,4.321
H4300869,東元電機股份有限公司中壢廠,39.99,3.382,0.428,0.482,44.282,4.292
H4886999,穩懋半導體股份有限公司華亞二廠,71.227,0.796,1.771,1.721,75.515,4.288
N1301439,正順紡織企業股份有限公司,0.377,0.667,0.901,2.71,4.655,4.278
G3001195,梅洲混凝土工業股份有限公司,0,4.269,0,0,4.269,4.269
B9101742,立安東化工股份有限公司台中廠 ,0,1.121,0,3.14,4.261,4.261
L9900812,通用瀝青工業股份有限公司三十甲工廠,0.06,2.7,1.036,0.524,4.32,4.26
C1100184,台灣荒川化學工業股份有限公司,3.98,0.269,2.096,1.894,8.239,4.259
M3601395,陽明實業股份有限公司,0,0.584,1.538,2.12,4.242,4.242
E5601562,永覲工業股份有限公司,0,1.889,0.287,2.06,4.236,4.236
R0305003,永登瀝青有限公司新市廠,0.201,3.328,0.265,0.638,4.432,4.231
S2100732,中華食品實業股份有限公司,0,0.181,2.31,1.739,4.23,4.23
K7301104,宜成農產加工廠,0,3.732,0.285,0.198,4.215,4.215
S2201118,南亞塑膠工業股份有限公司仁武廠,44.365,3.026,0.507,0.681,48.579,4.214
N2805098,有駿預拌混凝土股份有限公司,0,4.213,0,0,4.213,4.213
A3901138,六福開發股份有限公司南京分公司,0.03,0.178,2.326,1.699,4.233,4.203
B8802151,三晃股份有限公司大甲廠,0.104,0.134,2.261,1.782,4.281,4.177
T5000152,鴻林興業股份有限公司里港廠,0.36,2.259,1.126,0.79,4.535,4.175
F08A0268,訢宏股份有限公司,0.972,1.022,0.207,2.938,5.139,4.167
H4611545,美加利實業有限公司蘆竹廠,0.046,0.217,0.351,3.593,4.207,4.161
T5500095,力泰工業股份有限公司,0.46,0.002,2.422,1.732,4.616,4.156
H4700547,冠順染整股份有限公司大園廠,0.244,0.51,1.915,1.725,4.394,4.15
G3200367,聖益企業股份有限公司,0,4.15,0,0,4.15,4.15
H5000126,志祥精密工業股份有限公司桃園廠,0.669,3.966,0.112,0.068,4.815,4.146
H4303413,錦錩實業股份有限公司,0.265,0.54,1.346,2.259,4.41,4.145
L8600699,揚鋼鑄造股份有限公司,0.323,3.318,0.772,0.048,4.461,4.138
L9301702,伸太田工業股份有限公司,0,4.133,0,0,4.133,4.133
D1002088,詠順科技股份有限公司,0,0.258,2.257,1.613,4.128,4.128
S2801047,永豐餘工業用紙股份有限公司高雄廠,0.974,0.295,2.294,1.522,5.085,4.111
H4800453,大勝磚廠股份有限公司,0.519,1.82,1.406,0.866,4.611,4.092
M36A1403,聖宏邦企業股份有限公司二廠,0,4.088,0,0,4.088,4.088
R90A0689,住華科技股份有限公司,8.722,0.082,0.592,3.412,12.808,4.086
R8405224,顏氏興業有限公司,0,2.959,0.608,0.517,4.084,4.084
F0601752,華新麗華股份有限公司新莊一廠,4.41,0.37,2.213,1.492,8.485,4.075
H43A7598,台塑能源科技股份有限公司,0,0.416,1.618,2.016,4.05,4.05
H4702167,台染纖維股份有限公司大園廠,0.981,0.358,2.103,1.586,5.028,4.047
O1748707,力晶科技股份有限公司P1/2,2.09,0,0.305,3.719,6.114,4.024
J5901694,華展工業股份有限公司,0,0.236,1.936,1.835,4.007,4.007
R8700760,臺灣福基畜牧股份有限公司,0,3.434,0.332,0.231,3.997,3.997
K72A2650,中堃窯業股份有限公司苗栗廠,0,0.492,2.229,1.268,3.989,3.989
B8800022,北裕塑膠工業股份有限公司大甲廠,2.302,2.774,0.712,0.494,6.282,3.98
H4602108,智晟實業股份有限公司桃園廠,0.654,1.109,1.275,1.59,4.628,3.974
E5600369,東和鋼鐵企業股份有限公司高雄廠,0.162,0.127,0.113,3.727,4.129,3.967
M33A1022,堃誠實業股份有限公司南崗廠 ,6.992,3.662,0,0.281,10.935,3.943
P6201053,日友環保科技股份有限公司,1.017,0.26,1.325,2.354,4.956,3.939
D9700483,惠喬興業股份有限公司,0.121,0.039,2.136,1.764,4.06,3.939
H5005452,佳陞陶瓷股份有限公司,0,0.745,0.37,2.824,3.939,3.939
S2900198,灶興企業股份有限公司,1.652,0,1.847,2.081,5.58,3.928
N0901373,富山精機廠股份有限公司,0.871,3.723,0.018,0.177,4.789,3.918
H4306852,宏偉展業股份有限公司中壢廠,0.14,0.353,2.11,1.449,4.052,3.912
G3200161,台灣鈣業股份有限公司,0,3.909,0,0,3.909,3.909
F2306652,淳品實業股份有限公司台北港化油品儲運中心,3.9,3.901,0,0,7.801,3.901
A3600029,寒舍餐旅管理顧問股份有限公司,0.04,0.366,2.032,1.498,3.936,3.896
E5401857,台灣日東電工股份有限公司,36.398,0.077,0,3.818,40.293,3.895
S1601203,春雨工廠股份有限公司,5.795,0.653,0.138,3.103,9.689,3.894
H4904134,台灣水泥股份有限公司台北水泥製品廠八德分廠,0,3.884,0,0,3.884,3.884
E3000638,長輝事業股份有限公司,0.315,0.158,0.867,2.849,4.189,3.874
X0501241,柄森企業有限公司湖西廠,0,3.87,0,0,3.87,3.87
Q6900456,台灣蠟品股份有限公司,0.744,0.049,1.108,2.705,4.606,3.862
H53A5150,瑞大鴻科技材料股份有限公司觀音廠,0.776,0.61,1.824,1.423,4.633,3.857
S1602371,建中熱處理股份有限公司,1.568,3.843,0.001,0.012,5.424,3.856
H52A3238,啟翔輕金屬科技股份有限公司新屋一廠,0,0,0.812,3.041,3.853,3.853
N16A0866,鈦興鋁業有限公司,0,0,2.265,1.561,3.826,3.826
N2900267,富味鄉食品股份有限公司第二廠,5.56,2.73,0.618,0.476,9.384,3.824
N2202926,埔?預拌混凝土有限公司埔鹽廠,0,3.796,0,0,3.796,3.796
T52A0718,眾宏實業有限公司,0,3.792,0,0,3.792,3.792
H4895345,明基材料股份有限公司桃園廠,6.926,0.782,1.968,1.039,10.715,3.789
R9000143,嘉品窯業股份有限公司,0.61,1.233,0.436,2.115,4.394,3.784
L9201887,錩泰工業股份有限公司后二廠,3.201,0.852,1.626,1.286,6.965,3.764
H4600613,和寶企業股份有限公司,0.273,0.487,0.668,2.604,4.032,3.759
F1000893,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,0,0.015,2.113,1.631,3.759,3.759
F0800442,國聯窯業股份有限公司,0.129,2.971,0.149,0.638,3.887,3.758
P4800441,龍浩有限公司,0.144,0.156,2.251,1.342,3.893,3.749
F0401332,桂冠實業股份有限公司二廠(原連益食品),0,0,2.214,1.535,3.749,3.749
E5401553,建豐企業股份有限公司,0.001,0,3.729,0.019,3.749,3.748
P4603237,升貿企業有限公司,0.21,0.318,2.156,1.272,3.956,3.746
U0100203,富山石礦企業股份有限公司,0,3.712,0,0,3.712,3.712
H4606197,國產建材實業股份有限公司蘆竹二廠,0,3.708,0,0,3.708,3.708
E56B0688,台灣糖業股份有限公司小港廠飼料工場,0,3.707,0,0,3.707,3.707
B0203101,中聯資源股份有限公司中港廠,0,3.704,0,0,3.704,3.704
H4801432,聯華食品工業股份有限公司桃園廠,0,0.268,2.002,1.429,3.699,3.699
R8700484,千興不鏽鋼股份有限公司,0.004,0.915,0.717,2.058,3.694,3.69
L0100254,台灣水泥股份有限公司台中水泥製品廠大肚分廠,0,3.675,0,0,3.675,3.675
R0503303,協俐鑄造廠股份有限公司山上廠,0.528,3.544,0.063,0.063,4.198,3.67
Q6900152,嘉義鋼鐵股份有限公司,2.845,3.361,0.275,0.032,6.513,3.668
H46B0316,泓錦實業有限公司桃園廠,0.402,0.253,1.522,1.892,4.069,3.667
H4600659,州霖股份有限公司,0.33,0.769,0.203,2.695,3.997,3.667
T4203686,燁輝企業股份有限公司屏東廠,4.873,0.216,0.205,3.244,8.538,3.665
S2601350,泰成粉廠股份有限公司,0,3.665,0,0,3.665,3.665
F1303175,亞東預拌混凝土股份有限公司土城廠,0,3.652,0,0,3.652,3.652
K8200311,福誼企業股份有限公司造橋廠,0,0.722,1.286,1.643,3.651,3.651
J5901381,久聯化學工業股份有限公司,13.496,0.198,2.03,1.419,17.143,3.647
K8000375,裕隆汽車製造股份有限公司三義工廠,142.464,1.198,0.733,1.712,146.107,3.643
S1600475,元鴻發展股份有限公司,1.41,1.875,0.097,1.665,5.047,3.637
R8406418,東柏有限公司新營廠,0.146,2.387,0.531,0.717,3.781,3.635
K71A7001,弘喬有限公司竹南廠,0,3.613,0,0,3.613,3.613
E2901654,台灣賽諾世股份有限公司,41.818,0.021,1.247,2.344,45.43,3.612
G4103330,亞東預拌混凝土股份有限公司-台9線蘇花公路谷風隧道新建工程,0,3.612,0,0,3.612,3.612
R8804165,鉅橡企業股份有限公司,13.763,1.698,0.875,1.037,17.373,3.61
H4801370,儀億實業股份有限公司,0.677,0.406,1.898,1.297,4.278,3.601
P4607708,泰衍企業有限公司,0,2.693,0.536,0.372,3.601,3.601
R9700326,臺灣菸酒股份有限公司隆田酒廠,6.655,0.158,1.992,1.431,10.236,3.581
H49A4752,財嘉昌有限公司,0,3.579,0,0,3.579,3.579
T5700700,高興昌鋼鐵股份有限公司屏東分公司,5.332,1.063,0.983,1.518,8.896,3.564
N2102350,禹尚企業股份有限公司,0.062,0.002,2.067,1.494,3.625,3.563
H4204264,翔新企業股份有限公司桃園廠,0.012,0.412,0.213,2.937,3.574,3.562
N2306581,華德美股份有限公司 ,0,0.405,1.521,1.629,3.555,3.555
S1665949,展聯股份有限公司,0,3.549,0,0,3.549,3.549
H4601012,雅勝冷凍食品股份有限公司北區聯合電動屠宰場,0,3.497,0.003,0.042,3.542,3.542
S2400513,長庚醫療財團法人高雄長庚紀念醫院,0,0.295,2.053,1.193,3.541,3.541
B2303248,順天堂藥廠股份有限公司,0,0,2.09,1.45,3.54,3.54
H4606115,大証紡織股份有限公司,2.455,0.313,1.876,1.342,5.986,3.531
B2400831,妙春實業股份有限公司,2.27,0.198,1.944,1.372,5.784,3.514
E5400458,冠驊企業股份有限公司,0,3.19,0.186,0.129,3.505,3.505
T57A0426,環拓科技股份有限公司屏南一廠,0.007,0.201,0.861,2.439,3.508,3.501
R8400694,養全企業股份有限公司,0,3.372,0.076,0.053,3.501,3.501
K7201412,台達化學工業股份有限公司頭份廠,5.432,1.208,0.646,1.642,8.928,3.496
Q69A4166,東群興業股份有限公司,0,3.258,0.14,0.097,3.495,3.495
H5300970,臺灣永光化學工業股份有限公司第二廠,8.662,2.124,0,1.368,12.154,3.492
F1103139,統一洗染有限公司汐止分公司,0,0.298,1.911,1.276,3.485,3.485
V8400196,灝業採石場,0,3.484,0,0,3.484,3.484
A4404254,希望城堡土石方及營建混合物資源處理場,0,3.477,0,0,3.477,3.477
N2504612,夆昌皮革股份有限公司,1.812,0.51,1.683,1.275,5.28,3.468
H51B2321,三晃股份有限公司平鎮廠,0.765,0.026,2.004,1.437,4.232,3.467
F0208966,新和金屬工業股份有限公司,0.183,3.182,0.147,0.131,3.643,3.46
H5302974,宏泰電工股份有限公司觀音廠,1.512,0.24,1.736,1.482,4.97,3.458
R9900308,南寶樹脂化學工廠股份有限公司第五廠,9.69,1.181,1.341,0.93,13.142,3.452
E5401884,台灣中油股份有限公司石化事業部前鎮儲運所,23.163,0.041,0.151,3.257,26.612,3.449
R03A1894,群創光電股份有限公司B廠,109.01,1.253,0.995,1.198,112.456,3.446
J6203491,元鑫工程有限公司(榮大土石方既有處理場所),0,3.444,0,0,3.444,3.444
V7703330,俊發砂石場二廠,0,3.441,0,0,3.441,3.441
Q7702721,宏基瀝青有限公司水上廠,0.19,1.068,1.396,0.969,3.623,3.433
S19A0615,華夏聚合股份有限公司林園廠,1.503,3.428,0,0,4.931,3.428
A4400158,臺北榮民總醫院,0,0.122,0.842,2.462,3.426,3.426
R9303247,天九興業股份有限公司台南廠,0,3.424,0,0,3.424,3.424
M33A2139,超吉工業股份有限公司南崗廠,0.873,2.558,0.259,0.607,4.297,3.424
R0300599,國邦化學股份有限公司,0.972,3.416,0,0,4.388,3.416
H4600739,永豐餘工業用紙股份有限公司桃園廠,1.435,0.066,1.918,1.429,4.848,3.413
F1600393,新新昶染整廠股份有限公司,0.265,0,1.868,1.533,3.666,3.401
T52A0708,元祖砂石有限公司,0,3.4,0,0,3.4,3.4
K73A0124,錦鋒混凝土股份有限公司,0,3.399,0,0,3.399,3.399
H44A2127,聯廷企業有限公司,0,0.173,2.097,1.106,3.376,3.376
F0801681,宏洲窯業股份有限公司,0.184,2.187,0.199,0.986,3.556,3.372
B8802062,東鑫車業股份有限公司,0.048,0,0,3.372,3.42,3.372
P5100146,東進砂布廠股份有限公司,1.986,0.219,1.887,1.265,5.357,3.371
B2301771,中華民國農會台農鮮乳廠,0,0.19,1.835,1.343,3.368,3.368
L8802362,金隆化學工業股份有限公司幼獅廠,9.125,0.09,1.872,1.404,12.491,3.366
